source,target,year,weight,total
a43271b58b42a319935d4fdb243e7e22,9595957788f5a38c3b9441ffe0d6d20c,2023,1,1
a43271b58b42a319935d4fdb243e7e22,b73b0b5d538413019fa2704556cb77ef,2023,1,1
9595957788f5a38c3b9441ffe0d6d20c,b73b0b5d538413019fa2704556cb77ef,2023,1,1
7a922a6426090bcf3c0a94aad792ca38,9cc47ea2322d87c507c45d48c12ed26e,2023,1,1
7a922a6426090bcf3c0a94aad792ca38,f93a4fd750e15e92c8bf22d299256e14,2023,1,1
9cc47ea2322d87c507c45d48c12ed26e,f93a4fd750e15e92c8bf22d299256e14,2023,1,1
2fab136c7ba75035a6519da1eff1113c,9b5a70173b35316a51da0f16187ab687,2023,1,1
2fab136c7ba75035a6519da1eff1113c,0945737dfda94b51c9322ebd0a335e3f,2023,1,1
2fab136c7ba75035a6519da1eff1113c,9fb209cea0d585f22baade15a6b6c9f9,2023,1,1
2fab136c7ba75035a6519da1eff1113c,6906ee57bc39831faed108df7761c645,2023,1,1
9b5a70173b35316a51da0f16187ab687,0945737dfda94b51c9322ebd0a335e3f,2023,1,1
9b5a70173b35316a51da0f16187ab687,9fb209cea0d585f22baade15a6b6c9f9,2023,1,1
9b5a70173b35316a51da0f16187ab687,6906ee57bc39831faed108df7761c645,2023,1,1
0945737dfda94b51c9322ebd0a335e3f,9fb209cea0d585f22baade15a6b6c9f9,2023,1,1
0945737dfda94b51c9322ebd0a335e3f,6906ee57bc39831faed108df7761c645,2023,1,1
9fb209cea0d585f22baade15a6b6c9f9,6906ee57bc39831faed108df7761c645,2023,1,1
82bb09d4cd01c1bbdc266ab63598406b,783ce6a7018f3faccec4ac6ce47e9ef0,2023,1,1
82bb09d4cd01c1bbdc266ab63598406b,109e2034a0deb01cc381558c57e7b15b,2023,1,1
783ce6a7018f3faccec4ac6ce47e9ef0,109e2034a0deb01cc381558c57e7b15b,2023,1,1
d44393f013d60b3b84e8ee5237911f72,0b0896f98cc58819998d8754c9bddf88,2023,1,1
d44393f013d60b3b84e8ee5237911f72,788a7f030d56411f049a45157f409b6a,2023,1,1
d44393f013d60b3b84e8ee5237911f72,c323ec89c5bd52158487bcaad8fd2780,2023,1,1
d44393f013d60b3b84e8ee5237911f72,7ce1a812b12b5ba9d73ee6a9db56563e,2023,1,1
d44393f013d60b3b84e8ee5237911f72,565ed2e7fbd5d94fc8c8b44c0038fddd,2023,1,1
0b0896f98cc58819998d8754c9bddf88,788a7f030d56411f049a45157f409b6a,2023,1,1
0b0896f98cc58819998d8754c9bddf88,c323ec89c5bd52158487bcaad8fd2780,2023,1,1
788a7f030d56411f049a45157f409b6a,c323ec89c5bd52158487bcaad8fd2780,2023,1,1
788a7f030d56411f049a45157f409b6a,7ce1a812b12b5ba9d73ee6a9db56563e,2023,1,1
788a7f030d56411f049a45157f409b6a,565ed2e7fbd5d94fc8c8b44c0038fddd,2023,2,2
c323ec89c5bd52158487bcaad8fd2780,7ce1a812b12b5ba9d73ee6a9db56563e,2023,1,1
c323ec89c5bd52158487bcaad8fd2780,565ed2e7fbd5d94fc8c8b44c0038fddd,2023,1,1
558c670c7e40ae568e6386aadd9fe7de,1088a827c8dad4abd8e85f6f8ddc8b04,2023,1,1
558c670c7e40ae568e6386aadd9fe7de,214135e27cace4a6778d9afec48c699e,2023,1,1
558c670c7e40ae568e6386aadd9fe7de,efa2fd9963f9dd35d46e5e2ba349cfad,2023,1,1
558c670c7e40ae568e6386aadd9fe7de,59bf8897180dde86ca1b6295028eb404,2023,1,1
1088a827c8dad4abd8e85f6f8ddc8b04,214135e27cace4a6778d9afec48c699e,2023,1,1
1088a827c8dad4abd8e85f6f8ddc8b04,efa2fd9963f9dd35d46e5e2ba349cfad,2023,1,1
1088a827c8dad4abd8e85f6f8ddc8b04,59bf8897180dde86ca1b6295028eb404,2023,1,1
214135e27cace4a6778d9afec48c699e,efa2fd9963f9dd35d46e5e2ba349cfad,2023,1,1
214135e27cace4a6778d9afec48c699e,59bf8897180dde86ca1b6295028eb404,2023,1,1
efa2fd9963f9dd35d46e5e2ba349cfad,59bf8897180dde86ca1b6295028eb404,2023,1,1
667d35d3710a97feea96d317d12ebd37,421962bc8da5103dca6b8a436aae10b6,2023,1,1
667d35d3710a97feea96d317d12ebd37,f67f0805a2237777f7fbbd0d14f018ca,2023,1,1
667d35d3710a97feea96d317d12ebd37,72ba336dbdc5463781b8520cf3153ee8,2023,1,1
421962bc8da5103dca6b8a436aae10b6,72ba336dbdc5463781b8520cf3153ee8,2023,1,1
f67f0805a2237777f7fbbd0d14f018ca,72ba336dbdc5463781b8520cf3153ee8,2023,1,1
73446c83a159b8ee393294627fb8a82e,e7877af6b01c21e4e7d41b5f86c955ea,2023,1,1
73446c83a159b8ee393294627fb8a82e,367e96eadf9174a8518dc4ded799d933,2023,1,1
73446c83a159b8ee393294627fb8a82e,213fd12e07fc91d260ed4d9cdaf02070,2023,1,1
e7877af6b01c21e4e7d41b5f86c955ea,367e96eadf9174a8518dc4ded799d933,2023,1,1
e7877af6b01c21e4e7d41b5f86c955ea,213fd12e07fc91d260ed4d9cdaf02070,2023,1,1
367e96eadf9174a8518dc4ded799d933,213fd12e07fc91d260ed4d9cdaf02070,2023,1,1
f93edb84c69f8696861e530a25625c81,9feb1a835a935c403c6195b3eb6028ff,2023,2,2
f93edb84c69f8696861e530a25625c81,761524725fbb586c36501fe16e71c3c2,2023,2,2
9feb1a835a935c403c6195b3eb6028ff,761524725fbb586c36501fe16e71c3c2,2023,2,2
6861e77e8a8ebc04f46f2f954a69f570,e1f7e9267b08910ae60a57b3ff32c1a9,2023,2,2
6861e77e8a8ebc04f46f2f954a69f570,ddb2c7758befd593d03d24a1171540af,2023,2,2
6861e77e8a8ebc04f46f2f954a69f570,b7a98ee43fe88e0fe304f2e0b22d9529,2023,1,1
e1f7e9267b08910ae60a57b3ff32c1a9,ddb2c7758befd593d03d24a1171540af,2023,2,2
e1f7e9267b08910ae60a57b3ff32c1a9,b7a98ee43fe88e0fe304f2e0b22d9529,2023,1,1
ddb2c7758befd593d03d24a1171540af,b7a98ee43fe88e0fe304f2e0b22d9529,2023,1,1
394a79b399d0648fc371499671f82eea,2fab136c7ba75035a6519da1eff1113c,2023,1,1
44215bcdec84fb068746b692d9e59514,54715e400d2b17dc4c96ced8ee5a1571,2023,1,1
44215bcdec84fb068746b692d9e59514,7411b5c8054862371e57c8cd4ed36cdd,2023,1,1
44215bcdec84fb068746b692d9e59514,b3d872a3290f1d254b9b95a10fcf0ab0,2023,1,1
54715e400d2b17dc4c96ced8ee5a1571,7411b5c8054862371e57c8cd4ed36cdd,2023,1,1
54715e400d2b17dc4c96ced8ee5a1571,b3d872a3290f1d254b9b95a10fcf0ab0,2023,1,1
7411b5c8054862371e57c8cd4ed36cdd,b3d872a3290f1d254b9b95a10fcf0ab0,2023,1,1
a4ba8af00136f79914c7eda0cfd7a5cc,500e77df8f416c8bd8fa81530fc65114,2023,1,1
a4ba8af00136f79914c7eda0cfd7a5cc,b3d872a3290f1d254b9b95a10fcf0ab0,2023,1,1
500e77df8f416c8bd8fa81530fc65114,b3d872a3290f1d254b9b95a10fcf0ab0,2023,1,1
40a0e5b3344d99f83e54c6f3eaec55b7,947c21950ba7c4c408758a197f17d4aa,2023,1,1
40a0e5b3344d99f83e54c6f3eaec55b7,82bddabdc91cf4e98262eb470550d3b1,2023,1,1
947c21950ba7c4c408758a197f17d4aa,82bddabdc91cf4e98262eb470550d3b1,2023,1,1
333f5ecdf6ebfb2be22dd68687e53c2f,e2c74c9da236a6def37c07a3364db25a,2023,1,1
333f5ecdf6ebfb2be22dd68687e53c2f,d60b8ab6ca77e77a843b6a1809fd8cf4,2023,1,1
333f5ecdf6ebfb2be22dd68687e53c2f,4906e3c6e8c6405115389d6f5deb1963,2023,1,1
333f5ecdf6ebfb2be22dd68687e53c2f,fda6a7f9035965559e86887908bfbc4b,2023,1,1
e2c74c9da236a6def37c07a3364db25a,d60b8ab6ca77e77a843b6a1809fd8cf4,2023,1,1
e2c74c9da236a6def37c07a3364db25a,4906e3c6e8c6405115389d6f5deb1963,2023,1,1
e2c74c9da236a6def37c07a3364db25a,fda6a7f9035965559e86887908bfbc4b,2023,1,1
d60b8ab6ca77e77a843b6a1809fd8cf4,4906e3c6e8c6405115389d6f5deb1963,2023,1,1
d60b8ab6ca77e77a843b6a1809fd8cf4,fda6a7f9035965559e86887908bfbc4b,2023,1,1
4906e3c6e8c6405115389d6f5deb1963,fda6a7f9035965559e86887908bfbc4b,2023,1,1
d2c58d8fb444e08191cd4b49512eafb7,86261e10adc0873965a23ba02f698ad9,2023,1,1
12a32a397401892ddab6c7a70b30fe23,86261e10adc0873965a23ba02f698ad9,2023,1,1
152687b997f7b5c21e142f12ca3b2d8f,f67f0805a2237777f7fbbd0d14f018ca,2023,2,2
152687b997f7b5c21e142f12ca3b2d8f,582baf69952026abebcccb2aec0c47d0,2023,1,1
152687b997f7b5c21e142f12ca3b2d8f,51d1ff1e05d0470b2083b6353c9156d4,2023,1,1
f67f0805a2237777f7fbbd0d14f018ca,582baf69952026abebcccb2aec0c47d0,2023,1,1
f67f0805a2237777f7fbbd0d14f018ca,51d1ff1e05d0470b2083b6353c9156d4,2023,1,1
582baf69952026abebcccb2aec0c47d0,51d1ff1e05d0470b2083b6353c9156d4,2023,1,1
07e5706036aa08b722838ad987118cf0,4dd6cb860bb02385414f28bcdfa0a960,2023,1,1
07e5706036aa08b722838ad987118cf0,99530f6d4a6adc20f6cb799f964e85de,2023,1,1
07e5706036aa08b722838ad987118cf0,0c63515181958ce35a0d9603c6488c5a,2023,1,1
4dd6cb860bb02385414f28bcdfa0a960,99530f6d4a6adc20f6cb799f964e85de,2023,1,1
99530f6d4a6adc20f6cb799f964e85de,0c63515181958ce35a0d9603c6488c5a,2023,1,1
c98d4a21bf4ef35e09499e7f3d4bd885,60ed2dcce786c592fccf43726fa2495a,2023,1,1
c98d4a21bf4ef35e09499e7f3d4bd885,9be354b29b84019a04441e0491b1170c,2023,1,1
c98d4a21bf4ef35e09499e7f3d4bd885,5b2ee4db7829400eef4862f8178d66a9,2023,1,1
c98d4a21bf4ef35e09499e7f3d4bd885,497ad4de190249e491a2d6adfeb81dd1,2023,1,1
c98d4a21bf4ef35e09499e7f3d4bd885,2e93778e99fb405b2e97ea61c4cce328,2023,1,1
60ed2dcce786c592fccf43726fa2495a,9be354b29b84019a04441e0491b1170c,2023,1,1
60ed2dcce786c592fccf43726fa2495a,5b2ee4db7829400eef4862f8178d66a9,2023,1,1
60ed2dcce786c592fccf43726fa2495a,497ad4de190249e491a2d6adfeb81dd1,2023,1,1
60ed2dcce786c592fccf43726fa2495a,2e93778e99fb405b2e97ea61c4cce328,2023,1,1
9be354b29b84019a04441e0491b1170c,5b2ee4db7829400eef4862f8178d66a9,2023,1,1
9be354b29b84019a04441e0491b1170c,497ad4de190249e491a2d6adfeb81dd1,2023,1,1
9be354b29b84019a04441e0491b1170c,2e93778e99fb405b2e97ea61c4cce328,2023,1,1
5b2ee4db7829400eef4862f8178d66a9,497ad4de190249e491a2d6adfeb81dd1,2023,1,1
5b2ee4db7829400eef4862f8178d66a9,2e93778e99fb405b2e97ea61c4cce328,2023,1,1
497ad4de190249e491a2d6adfeb81dd1,2e93778e99fb405b2e97ea61c4cce328,2023,1,1
83459a43e2297b10e3d3ba628ed374eb,871fd5c39797f954c1fb1953d9ea8444,2023,1,1
83459a43e2297b10e3d3ba628ed374eb,98a52febafee32062c1084f545408d07,2023,1,1
871fd5c39797f954c1fb1953d9ea8444,98a52febafee32062c1084f545408d07,2023,2,2
58efe6bdbbac42cd6471bd70328297cc,c7221fbdef73a462648e5f730ffa99b8,2023,1,1
